Title,Budget,Gross,IMDb Rating,Metascore,Reviews,Likes,Success/Flop
Paws of Fury: The Legend of Hank,45000000,42500000,6.788,6.788,234,58.719,Flop
Kung Fu Panda 2,150000000,665692281,6.953,6.953,6206,57.16,Success
Jurassic World: Fallen Kingdom,170000000,1310466296,6.549,6.549,10212,72.752,Success
Scary Movie 5,20000000,78378744,4.805,4.805,2552,67.844,Success
How to Train Your Dragon: The Hidden World,129000000,524580592,7.8,7.8,5690,68.198,Success
Evil Dead,17000000,97542952,6.507,6.507,4113,57.358,Success
Indiana Jones and the Temple of Doom,28000000,333000000,7.294,7.294,8165,59.888,Success
Tom & Jerry,50000000,136536687,6.881,6.881,2234,64.742,Success
Missing,7000000,45100756,7.562,7.562,459,72.348,Success
X-Men: Apocalypse,178000000,543934787,6.515,6.515,12027,58.069,Success
Pacific Rim: Uprising,150000000,290061297,6.127,6.127,4398,61.761,Success
Mulan,200000000,66800000,6.916,6.916,6172,64.446,Flop
Batman Begins,150000000,374218673,7.696,7.696,19138,73.967,Success
Good Will Hunting,10000000,225933435,8.146,8.146,10822,48.914,Success
The Simpsons Movie,75000000,527068851,6.994,6.994,7284,67.453,Success
Scream,15000000,173046663,7.393,7.393,5961,72.033,Success
Schindler's List,22000000,321365567,8.57,8.57,14173,58.63,Success
The Twilight Saga: New Moon,50000000,709827462,6.006,6.006,8482,52.018,Success
Spirit Untamed,30000000,17635215,7.3,7.3,454,52.479,Flop
Captain Marvel,152000000,1131416446,6.856,6.856,14354,57.81,Success
Aquaman,160000000,1148528393,6.9,6.9,12710,60.54,Success
Annabelle: Creation,15000000,306515884,6.6,6.6,5134,52.818,Success
Ice Age: Continental Drift,95000000,877244782,6.355,6.355,6906,59.115,Success
Train to Busan,8500000,87547518,7.758,7.758,6470,59.915,Success
Se7en,33000000,327311859,8.367,8.367,18912,65.309,Success
A Bug's Life,120000000,363258859,6.964,6.964,8372,64.236,Success
Wreck-It Ralph,165000000,471222889,7.324,7.324,11345,73.5,Success
Nope,68000000,170823080,6.912,6.912,2998,52.491,Success
"Crazy, Stupid, Love.",50000000,145079584,7.3,7.3,7553,52.488,Success
Jaws,7000000,470653000,7.652,7.652,9243,54.821,Success
Godzilla: King of the Monsters,170000000,386600138,6.672,6.672,5369,55.673,Success
Geostorm,120000000,221600160,6.108,6.108,4337,70.618,Success
1408,25000000,132963417,6.673,6.673,3888,53.226,Success
The Marksman,23000000,23076711,6.934,6.934,1365,57.713,Success
800 Bullets,4380750,1947000,6.0,6.0,77,69.101,Flop
Taken,25000000,226830568,7.384,7.384,10210,61.839,Success
The Battle at Lake Changjin: Water Gate Bridge,200000000,626203271,6.8,6.8,46,59.7,Success
Toy Story 4,175000000,1073394593,7.527,7.527,8884,71.194,Success
Monsters University,200000000,743559607,7.029,7.029,9730,58.403,Success
Fifty Shades Darker,55000000,378827494,6.495,6.495,7179,65.062,Success
Insidious: Chapter 2,5000000,161000000,6.666,6.666,3758,71.128,Success
The Hunger Games: Catching Fire,130000000,865011746,7.4,7.4,15919,49.814,Success
Troy,175000000,497409852,7.142,7.142,9205,70.841,Success
xXx: Return of Xander Cage,85000000,346147658,6.136,6.136,8438,71.658,Success
Men in Black,90000000,589390539,7.181,7.181,12570,57.158,Success
The Hangover Part II,80000000,586764305,6.463,6.463,9599,68.999,Success
Kung Fu Panda 3,145000000,521170825,6.871,6.871,5192,53.894,Success
She's Out of My League,20000000,49779728,6.434,6.434,1874,49.878,Success
Scooby-Doo,84000000,275650703,6.053,6.053,3982,53.237,Success
Scary Movie 2,45000000,141220678,5.788,5.788,4141,62.822,Success
Star Wars: The Rise of Skywalker,250000000,1074144248,6.4,6.4,8817,63.32,Success
Cars,120000000,461983149,6.924,6.924,12650,57.326,Success
The Notebook,29000000,115603229,7.879,7.879,10377,55.392,Success
Elvis,85000000,286000000,7.61,7.61,2628,58.241,Success
Megamind,130000000,321885765,6.952,6.952,6153,44.733,Success
That's My Boy,70000000,58058367,5.769,5.769,1667,50.924,Flop
My Neighbor Totoro,3700000,41000000,8.067,8.067,6910,59.52,Success
The Requin,8500000,130493,4.976,4.976,292,62.552,Flop
The Intouchables,13000000,426588510,8.275,8.275,15788,53.564,Success
The Forever Purge,18000000,76994245,7.055,7.055,2127,69.881,Success
Mission: Impossible - Ghost Protocol,145000000,694713380,7.058,7.058,8923,55.185,Success
Die Hard,28000000,140767956,7.769,7.769,9972,53.277,Success
The Expendables,80000000,274470394,6.22,6.22,7055,56.32,Success
Halloween Ends,20000000,104186860,6.252,6.252,1321,66.477,Success
Dolittle,175000000,251410631,6.655,6.655,3300,49.363,Success
The Twilight Saga: Breaking Dawn - Part 1,110000000,712171856,6.205,6.205,8112,54.147,Success
X-Men: Days of Future Past,250000000,747862775,7.522,7.522,14207,60.641,Success
Annabelle Comes Home,30000000,231252591,6.435,6.435,3086,49.441,Success
Baywatch,69000000,177856751,6.096,6.096,7417,67.765,Success
The Expendables 3,95000000,214700000,6.221,6.221,4478,69.021,Success
The Menu,35000000,79628200,7.229,7.229,3264,61.033,Success
Zombieland,23600000,102391540,7.265,7.265,11253,43.089,Success
Mission: Impossible III,150000000,398479497,6.715,6.715,5927,68.733,Success
The SpongeBob SquarePants Movie,30000000,140161792,6.988,6.988,2552,63.058,Success
Whiplash,3300000,13092000,8.379,8.379,13560,51.734,Success
Dune,40000000,30925690,6.201,6.201,2515,68.296,Flop
The Karate Kid,40000000,359126022,6.5,6.5,5433,68.484,Success
Brothers,26000000,43318349,7.316,7.316,3053,58.485,Success
The Unbearable Weight of Massive Talent,30000000,29116320,6.798,6.798,1310,51.519,Flop
Mean Girls,17000000,130126277,7.18,7.18,7766,56.524,Success
Star Wars: The Force Awakens,245000000,2068223624,7.297,7.297,18095,53.418,Success
Mechanic: Resurrection,40000000,125729635,5.958,5.958,3000,52.515,Success
Watcher,5000000,2543216,6.557,6.557,562,57.502,Flop
Dinosaur,127500000,354248063,6.526,6.526,2239,61.051,Success
Rio,90000000,484635760,6.713,6.713,6045,63.724,Success
Monster Hunter,60000000,42145959,6.642,6.642,2924,62.24,Flop
Puss in Boots,130000000,554987477,6.523,6.523,3400,67.826,Success
Dawn of the Planet of the Apes,170000000,710644566,7.305,7.305,10144,65.829,Success
Lilo & Stitch,80000000,273144151,7.508,7.508,5518,58.253,Success
Shooter,61000000,95696996,7.084,7.084,4272,55.567,Success
Don't Breathe 2,10000000,53785551,7.177,7.177,2107,66.183,Success
Bambi,858000,267447150,7.009,7.009,5121,53.399,Success
The Hangover Part III,103000000,362000072,6.214,6.214,7940,56.8,Success
John Carter,250000000,284139100,6.279,6.279,5120,47.147,Success
American Pie,11000000,235483004,6.558,6.558,6992,54.542,Success
Grease,6000000,181813770,7.396,7.396,6619,67.057,Success
Three Thousand Years of Longing,60000000,19892510,6.976,6.976,820,52.574,Flop
Jack Reacher: Never Go Back,60000000,162146076,5.937,5.937,4389,46.117,Success
GoodFellas,25000000,46835000,8.467,8.467,11347,54.551,Success
The Devil Wears Prada,35000000,326551094,7.381,7.381,10855,65.34,Success
Superbad,20000000,170812526,7.224,7.224,6435,52.439,Success
Green Book,23000000,319700000,8.24,8.24,10192,53.294,Success
Madagascar: Escape 2 Africa,150000000,603900354,6.479,6.479,6240,59.328,Success
Don't Be a Menace to South Central While Drinking Your Juice in the Hood,3800000,20109115,6.977,6.977,1117,42.871,Success
Gemini Man,140000000,173469516,6.314,6.314,4628,44.327,Success
Barbarian,4500000,45352337,6.915,6.915,1518,50.062,Success
Pinocchio,2600000,84300000,7.102,7.102,5315,55.029,Success
Robin Hood: Prince of Thieves,48000000,390493908,6.847,6.847,2877,65.992,Success
Hotel Transylvania 3: Summer Vacation,80000000,528600000,6.9,6.9,3956,50.277,Success
How to Train Your Dragon,165000000,494879471,7.8,7.8,11839,65.878,Success
Rampage,120000000,428028233,6.444,6.444,6384,53.209,Success
Aliens,18500000,183316455,7.923,7.923,8526,57.529,Success
Hotel Transylvania,85000000,358375603,6.953,6.953,7902,45.911,Success
Alice in Wonderland,3000000,57200000,7.191,7.191,5345,65.181,Success
Halloween Kills,20000000,131647155,6.521,6.521,2291,51.462,Success
Saint Seiya: Legend of Sanctuary,23000000,17150803,6.515,6.515,604,52.484,Flop
It,35000000,701842551,7.237,7.237,17677,52.761,Success
Taxi Driver,1900000,28600000,8.161,8.161,10740,63.319,Success
Peter Pan,4000000,87404651,7.221,7.221,4886,49.169,Success
Black Panther,200000000,1349926083,7.39,7.39,20732,57.125,Success
Miss Peregrine's Home for Peculiar Children,110000000,296482446,6.815,6.815,9243,46.467,Success
City of God,3300000,30641770,8.422,8.422,6514,43.399,Success
Jack Reacher,60000000,218340595,6.595,6.595,6341,56.925,Success
Scary Movie 3,48000000,220673217,5.976,5.976,3655,49.357,Success
Call Me by Your Name,4000000,43143046,8.169,8.169,11176,51.257,Success
The Truman Show,60000000,264118201,8.129,8.129,16361,58.896,Success
Terminator: Dark Fate,185000000,261119292,6.46,6.46,4515,57.006,Success
Ant-Man,130000000,519311965,7.082,7.082,18431,61.096,Success
Alita: Battle Angel,170000000,404980543,7.214,7.214,8259,47.05,Success
Just Go with It,80000000,214945591,6.676,6.676,5142,64.285,Success
Logan,97000000,619021436,7.815,7.815,17826,64.166,Success
Shaolin Soccer,10000005,42776760,7.074,7.074,1921,49.367,Success
Lucy,40000000,458863600,6.434,6.434,14942,50.718,Success
Gone Girl,61000000,369330363,7.892,7.892,17037,45.37,Success
Prometheus,130000000,403354469,6.525,6.525,11031,51.923,Success
The Mummy Returns,98000000,443280904,6.345,6.345,6312,41.217,Success
Unbreakable,75000000,248118121,7.133,7.133,8434,47.46,Success
The Equalizer 2,62000000,190400157,6.682,6.682,4457,56.856,Success
Megalodon,130178,5303,5.613,5.613,244,49.782,Flop
Journey 2: The Mysterious Island,79000000,355692760,6.141,6.141,3863,52.661,Success
Arrival,47000000,203388186,7.583,7.583,16254,53.356,Success
Jojo Rabbit,14000000,82468705,8.048,8.048,8496,57.461,Success
Gladiator,103000000,465361176,8.204,8.204,16567,62.962,Success
Tomorrowland,190000000,209154322,6.248,6.248,6494,47.528,Success
Baby Driver,34000000,226945087,7.453,7.453,14373,48.045,Success
Limitless,27000000,161849455,7.184,7.184,9726,53.34,Success
Ted,50000000,549368315,6.4,6.4,11323,55.388,Success
Brother Bear,128000000,250397798,7.255,7.255,4903,47.976,Success
Abraham Lincoln: Vampire Hunter,69000000,116471580,5.683,5.683,3001,42.877,Success
Not Another Teen Movie,16000000,66468332,5.778,5.778,1808,42.774,Success
The Prestige,40000000,109676311,8.201,8.201,14273,50.821,Success
The Godfather Part III,54000000,136766062,7.421,7.421,5487,62.692,Success
Heat,60000000,187436818,7.899,7.899,6312,57.613,Success
American Pie Presents: The Naked Mile,15000000,27500000,5.496,5.496,1849,47.448,Success
Léon: The Professional,16000000,45284974,8.32,8.32,13330,60.492,Success
Ralph Breaks the Internet,175000000,529323962,7.209,7.209,6829,48.344,Success
Scream 2,24000000,172363301,6.5,6.5,3536,48.958,Success
Ambulance,40000000,51783040,6.743,6.743,1605,50.847,Success
Ant-Man and the Wasp,140000000,622674139,6.954,6.954,12263,49.912,Success
Star Wars: The Last Jedi,200000000,1332698830,6.834,6.834,14062,47.759,Success
Black Hawk Down,92000000,172989651,7.368,7.368,5081,53.496,Success
The Shack,20000000,92924405,7.5,7.5,1915,57.848,Success
Shark Tale,75000000,367275019,6.021,6.021,5806,45.286,Success
Insidious: The Last Key,10000000,167885588,6.247,6.247,2459,60.341,Success
Southpaw,30000000,91709827,7.361,7.361,5079,40.789,Success
Sausage Party,19000000,140705322,5.732,5.732,6654,44.101,Success
The Da Vinci Code,125000000,767820459,6.722,6.722,8502,38.087,Success
Once Upon a Time… in Hollywood,95000000,374251247,7.436,7.436,11894,59.645,Success
Madagascar 3: Europe's Most Wanted,145000000,746921274,6.6,6.6,5552,61.396,Success
Aladdin,183000000,1054304000,7.117,7.117,9266,50.819,Success
Jumanji: The Next Level,125000000,801693929,6.937,6.937,7750,53.669,Success
Dungeons & Dragons,35000000,15185241,4.296,4.296,538,52.546,Flop
The Unholy,10000000,30833138,6.682,6.682,1885,60.558,Success
Insurgent,110000000,295238201,6.363,6.363,9372,45.904,Success
Bolt,150000000,309979994,6.482,6.482,5449,50.924,Success
The Social Network,40000000,224920315,7.352,7.352,10926,60.78,Success
Knives Out,40000000,312897920,7.852,7.852,10811,56.125,Success
Batman & Robin,125000000,238207122,4.321,4.321,4527,45.653,Success
Saw,1200000,103911669,7.393,7.393,8100,53.599,Success
Maze Runner: The Death Cure,62000000,288175335,7.113,7.113,6982,49.749,Success
Valerian and the City of a Thousand Planets,177200000,225973340,6.624,6.624,6848,45.444,Success
Dead Poets Society,16400000,235860116,8.315,8.315,10042,38.333,Success
Drive,15000000,78054825,7.568,7.568,11433,43.188,Success
The Martian,108000000,630600000,7.674,7.674,18220,41.582,Success
American Pie Presents: Beta House,10000000,18610260,5.637,5.637,1720,60.374,Success
Blade Runner,28000000,41722424,7.929,7.929,12485,60.351,Success
Chappie,49000000,104399548,6.776,6.776,7312,50.624,Success
300,65000000,456082343,7.172,7.172,12596,41.814,Success
Planet of the Apes,5800000,32589624,7.644,7.644,2982,47.679,Success
The Butterfly Effect,13000000,96060858,7.6,7.6,6731,53.608,Success
Sex and the City,65000000,415252786,6.573,6.573,1935,53.148,Success
Terminator Salvation,200000000,371353001,6.04,6.04,5876,51.99,Success
Life of Pi,120000000,609016565,7.4,7.4,12259,48.292,Success
Suicide Squad,175000000,746846894,5.908,5.908,19850,50.815,Success
The Predator,88000000,160542134,5.625,5.625,4180,40.138,Success
Cape Fear,35000000,182300000,7.256,7.256,2991,26.011,Success
The Ten Commandments,13000000,122700000,7.742,7.742,1329,50.052,Success
The Proposal,40000000,317375031,7.12,7.12,6036,59.231,Success
The Shining,19000000,44781695,8.22,8.22,15814,58.494,Success
Happy Feet,100000000,384335608,6.161,6.161,4640,45.291,Success
The Vault,15000000,8804000,6.851,6.851,777,45.61,Flop
Pocahontas,55000000,346079773,6.93,6.93,5203,51.786,Success
Lady and the Tramp,4000000,36359037,7.105,7.105,4790,48.484,Success
Trolls,125000000,346864462,6.674,6.674,3232,45.834,Success
Chicken Run,45000000,224834564,6.746,6.746,4390,46.477,Success
Maze Runner: The Scorch Trials,61000000,312296056,6.726,6.726,9510,50.33,Success
Apocalypto,40000000,120654337,7.555,7.555,4910,49.46,Success
80 for Brady,28000000,29637811,6.5,6.5,75,52.7,Success
Scream 4,40000000,97231420,6.432,6.432,3174,49.932,Success
Rambo: Last Blood,50000000,91490353,6.51,6.51,3433,53.183,Success
The BFG,140000000,195243411,6.254,6.254,3065,44.773,Success
Prisoners,46000000,122126687,8.084,8.084,10438,51.161,Success
Taken 2,45000000,376141306,6.332,6.332,6081,47.257,Success
Eternal Sunshine of the Spotless Mind,20000000,72258126,8.1,8.1,13429,44.248,Success
The Sixth Sense,40000000,672806292,7.944,7.944,10514,41.247,Success
Nacho Libre,35000000,99255460,6.352,6.352,1381,40.497,Success
Don't Look Up,75000000,791863,7.144,7.144,6965,41.577,Flop
Matilda,36000000,33459416,7.142,7.142,3923,48.986,Flop
A Haunted House 2,4000000,25343661,6.097,6.097,1223,58.127,Success
How to Train Your Dragon 2,145000000,621537519,7.669,7.669,8764,58.016,Success
Pokémon Detective Pikachu,150000000,449762638,6.96,6.96,6161,43.174,Success
Super Mario Bros.,48000000,20915465,4.3,4.3,1130,43.156,Flop
The Matrix Reloaded,150000000,738599701,7.039,7.039,9915,55.045,Success
One Hundred and One Dalmatians,4000000,85000000,7.164,7.164,5688,57.807,Success
Shaun of the Dead,6100000,30097092,7.536,7.536,7563,49.131,Success
Lolita,62000000,1071255,7.125,7.125,1522,49.48,Flop
Spider-Man 2,200000000,788976453,7.248,7.248,13785,42.463,Success
Bride of Chucky,25000000,50671850,6.0,6.0,1631,40.417,Success
Sicario,30000000,84872444,7.39,7.39,7639,41.169,Success
Wrong Turn,12600000,28650575,6.343,6.343,2332,54.564,Success
Jupiter Ascending,176000003,183987723,5.432,5.432,6250,48.742,Success
A Quiet Place,17000000,341000000,7.397,7.397,12813,57.497,Success
The Transformers: The Movie,6000000,5849647,7.153,7.153,427,40.148,Flop
Knowing,50000000,155446362,6.169,6.169,4779,50.298,Success
Scouts Guide to the Zombie Apocalypse,15000000,14860766,6.5,6.5,1692,49.399,Flop
Batman Returns,80000000,280000000,6.903,6.903,5814,57.229,Success
The Croods,135000000,587204668,6.905,6.905,6474,47.382,Success
Life Is Beautiful,20000000,230098753,8.454,8.454,11955,53.272,Success
The Iron Giant,70000000,23159305,7.924,7.924,4976,56.12,Flop
Hereditary,10000000,82530552,7.269,7.269,6653,39.275,Success
American Pie Presents: The Book of Love,7000000,5021219,5.275,5.275,1594,47.367,Flop
Scream 3,40000000,161834276,6.0,6.0,3033,53.159,Success
Knock Knock,2500000,6341684,5.329,5.329,2816,42.056,Success
Kong: Skull Island,185000000,566652812,6.511,6.511,9548,51.505,Success
Sleeping Beauty,6000000,51600000,6.943,6.943,4693,47.296,Success
American Reunion,50000000,234989584,6.277,6.277,4064,54.545,Success
White Men Can't Jump,31000000,90753806,6.627,6.627,1147,40.933,Success
The Cat in the Hat,109000000,133800000,5.322,5.322,1467,51.576,Success
Captain America: The First Avenger,140000000,370569774,6.992,6.992,19937,50.561,Success
Hulk,137000000,245360480,5.53,5.53,5275,51.415,Success
Terminator 3: Rise of the Machines,200000000,435000000,6.142,6.142,5932,47.905,Success
The Chronicles of Narnia: The Voyage of the Dawn Treader,155000000,415686217,6.4,6.4,5091,39.254,Success
Gods of Egypt,140000000,150680864,5.62,5.62,3749,48.795,Success
Ford v Ferrari,97600000,225508210,8.009,8.009,6700,41.902,Success
The Mask,23000000,351583407,6.929,6.929,9180,53.384,Success
Dead Silence,20000000,22217407,6.4,6.4,2009,37.524,Success
Tenet,205000000,365304105,7.197,7.197,8377,46.535,Success
Dark Phoenix,200000000,252442974,5.996,5.996,5810,44.023,Success
Final Destination,23000000,112880294,6.58,6.58,4932,53.048,Success
Starship Troopers,105000000,121214377,7.013,7.013,4262,42.89,Success
